Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
mau tipe lama jg kyk camry mobil hybrid gitu ganti cell rusak ajatapi nanti jadi g rata kalo g ganti segelondongbisa jadi bulan depan atau bbrp bln lagiuntung bertahan sampe setahunbrbrdan baterai kl udh bawah banyak penyakitnya borosmblendunghamildan tau langsung habis sendiri,1,1_baterai_harga_mobil_tahun,"['baterai', 'harga', 'mobil', 'tahun', 'lebih', 'ganti', 'electric', 'vehicle', 'listrik', 'lagi']","['narasumber terlalu tendensius pro jepang dibilang rata tahun baterai listrik sudah harus ganti tapi dibilang jenis apakah lfp nmc dsb berapa km pemakaian dibahas berapa life cycle baterai dibilang kandungan lithium dalam baterai sampai kg untuk baterai lfp banyak dipakai saat kandungan lithium hanya berat baterai kg berarti hanya kg lithium dipakai listrik disebut merusak lingkungan tapi dibahas mengenai udara perkotaan jadi lebih bersih polusi asap sumber listrik hanya batubara tapi banyak bauran listrik terbarukan lebih hijau juga dibahas teknologi baterai bakal terus berkembang semakin efisien bersih dengan macam material hanya nickel amp lithium tapi teknologi hidrogen akan mentok terbatas oleh fisik tangki sangat besar juga resiko meledak membahayakan penumpang seakan kita mengendarai bom berjalan infrastruktur hidrogen terbatas hanya ditempat tertentu listrik mengisi daya rumah masing', 'kalau tahun kedepan harga mobil bekas turun mungkin bawah juta dengan catatan baterai masih baik jika baterai bermasalah harga baterai sudah sekitar jutan mungkin harga mobil tanpa baterai harga jutaan kalau harga baterai tahun mendatang masih atas juta jadi harga mobil tinggal jutaan tanpa baterai bahkan lebih kecil maka ambil harga mobil rupah anggal mau ambil mobil bekas tanpa baterai', 'ketawa dengerin narasumber punya info baru ataupun terbaru kalau lihat channelnya semua diomongkan disini semua disana artinya uda settingan pabriknya mari kita lihat per permasalahannya electric vehicle lebih polusi daripada ice betul tapi dalam hal produksi saja kalau dilihat pemakaian kendaraannya electric vehicle jauh lebih ramah lingkungan coba hitung total polusi ice battery electric vehicle dalam waktu tahun operasional masalah garansi baterai tahun diberi jaminan bahwa kapasitas baterai pasti gt tapi apakah artinya lepas masa garansi rusak harus diganti baterai hape kalian dipakai sampai berapa persen kesehatan baterai disini ditarik kesimpulannya sendiri lagipula kalau tahun turun pakai tahun turun hitung bodohan jadi masi dipakai jarak max ditawarkan toyota electric vehicle rilis tahun china adalah rebadge gac salah satu merk electric vehicle gac aion kenapa karena toyota mampu membuat baterai sendiri sebaik semurah pabrikan china jalan paling cepat rebadge nickel oh nickel selalu jadi kambing hitam baterai lfp nikel pakai nikel baterai nmc baterai lama dipakai oleh mobil hybrid toyota kabarnya sih begitu correct me if im wrong bahas masalah maintenance ice harus rutin ganti oli dkk electric vehicle cuma oli gardan masalah kaki electric vehicle lebih boros ban kenapa dibahas karena narasumber jualan pelumas mobil hybrid masi harus ganti oli ditambah harus rawat baterai lebih boncos hydrogen anak emas pabrikan jepang permasalahan h adalah produksi penyimpanannya untuk ekstrak h perlu listrik penyimpanannya lebih ribet karena suhu kalau mau ngomong ramah lingkungan penghematan energi untuk saat h bukan jawabannya ntah kalau tiba technological leap buat h lebih efektif lainkali coba cari narasumber pro battery electric vehicle pro ice biar lebih netral']",baterai - harga - mobil - tahun - lebih - ganti - electric - vehicle - listrik - lagi,0.6938635019484533,False
mobil pertama electric vehicle pas luar kota cobain gimana rasanya nggak efisien,2,2_electric_vehicle_air_listrik,"['electric', 'vehicle', 'air', 'listrik', 'mobil', 'pake', 'masih', 'punya', 'wuling', 'mulai']","['hahahahaa air electric vehicle mampus gua kasian ama beli air electric vehicle', 'harusnya byd jg buat versi mini setipe sama air electric vehicle karena pasar beda beli air electric vehicle utamain kepraktisan bawa jalan sempit padat br brdan indo masih blm mengubah mindset electric vehicle adalah quotmobil keduaquot buat jarak dekat efisiensi transport harian kebayang rebutan charger stasiun pengisian kendaraan listrik umum istirahat areabrmobil bensin seater masih jadi utama', 'air electric vehicle lite harus facelift gunakan lampu utama led agar lebih menarik karna lampu bohlam ayam jadul terlihat tua jelek pencahayaan kurang kurang efisiensi atau datangkan wuling baojun kiwi electric vehicle gsev atau datangkan hongguang mini electric vehicle pintu']",electric - vehicle - air - listrik - mobil - pake - masih - punya - wuling - mulai,0.8841364093141503,False
tinggal bawa genset bang wkwkwkwk tapi serius mobil biasanya peruntukan untuk mobil kota sama kaya lcgc sih paksa mudik tapi gitu kurang nyaman,6,6_kota_mobil_macet_buat,"['kota', 'mobil', 'macet', 'buat', 'punya', 'kalo', 'tapi', 'jalan', 'kalau', 'mudik']","['test mah real mobil kecil isi orang gede stop and go ditanjakan lagi emang beli atto mo maen tanjak an kebanyakn jg buat city car doang pun jauh jalanan akan terjal overload kaya moladinbrmisal jakarta bandung atau kota besar jawa minimal masuk akal dikit lah nyobain tanjakan wkkw', 'tapi emang bikin dilema mobil jir kayak setannya nyuruh cepet beli wkwkkw kebetulan daily drive pake baleno hb bareng istri berhubung lunas sekarang istri minta buat daily drive bikin galau adalah ngapain punya mobil hb sampe kalo mau baleno diup family car dulu row buat jalan jauh baru ambil atto buat daily kalo gitu mungkin tahun lagi baru ambil lama kalo angsuran sampe angkat tangan wkwkwk', 'punya voxy fortuner lama galant v hiu sama sigra paling sering dipake sigra kenapa mobil paling disiksa tanpa banyak rasa was was buat dalem kota daerah rawan macet sempit dikerubungin motor seliweran taat peraturan rasanya sewas dibanding pake mobil lain bahkan galant tua sekalipun buat mobil listrik pernah punya wuling airev bekas beberapa kali mengemudikan atto punya temen byd byd seal wuling binguo kalau soal enak sih buat standar cuma kalau mau mengemdi agak jauhan lebih bosenin interaksi antara manusia mesin kayanya nggak kerasa apalagi buat termasuk motorhead konservatif percaya sama produk terlalu mengandalkan digital elektronik']",kota - mobil - macet - buat - punya - kalo - tapi - jalan - kalau - mudik,1.0,False
pabriknya lagi proses penting terkendala preman kampung nyusahin suka malak pengusaha,-1,-1_mobil_listrik_vehicle_electric,"['mobil', 'listrik', 'vehicle', 'electric', 'beli', 'kalo', 'untuk', 'harga', 'buat', 'sama']","['br justru karena dr mobil mekanik paham akan kebutuhan masyarakat umum sehingga masyarakat tau mana mobil hobi mana mobil dengan embel hemat punya kepentingan untuk jelekin atau bagusin electric vehicle vehicle tddak seperti influencer otomotif br hampir rata merek mobil luxury berfokus pada electric vehicle karena buyer kelas suka dgn electric vehicle suka dgn mobil ice karena lebih seni amp kelasnya menikmati raungan mesin langkah diambil porsche gaada impactnya userbuyer diluar segmentasi pasarnyabr tesla salah satu pencetus electric vehicle vehicle tpi harus ingat semakin banyak electric vehicle keluar baik usa chine dsb masyarakatkonsumen paham bahwa electric vehicle car untuk ramah lingkungan untuk menghemat maintenance amp aftermarket price jeblokbr electric vehicle car untuk green energi hanya ilusi sementara karena baterainya tetap hasil tambang amp untuk maintenancenya ketika baterai drop secara kalkulasi hampir sama dengan mobil ice bahkan sampe afterpricenyabr cycle electric vehicle car desain untuk digunakan tahun atasbr untuk keamanan pernah liat berita ceo big company tewas dengan electric vehicle car karena electric vehicle car tiba out of control hack', 'mobil listrik atau motor listrik cocoknya mobilitas tinggibrklo dibawah kmhari masih mending pakai konvensional brklo kita pas baru punya mobil biasanya semangat pakai mobil tapi begitu tahu rasanya paling pakai mobil pas keluar bareng sama anak istri saja untuk kerja tiap hari lebih enak pakai motorbrmobil listrik paling murah jt cuma dapat wuling cuma dipakai kota sajabrklo mobil konvensional sudah banyak pilihan hrga segitubrmobil listrik tahun kedepan sudah saatnya ganti baterai ganti jt an pingin pastinya mau beli juga pikir untuk beli bekas karena sudah saatnya ganti batreibrmobil konvensional tahun kedepan bosen dijual lagi masih laku untuk nambah beli mobil baru', 'intinya gini mobil listrik cocoknya jadi mobil kedua karena mobil listrik cocok untuk perjalanan luar kota jarak jauh sebab kita butuh mengisi daya tempat mengisi daya belum tentu diperjalanan kita belum lagi jika ngantri waktu ngisinya juga lama mobil listrik dipakainya buat jarak dekat buat kepasar ngantar sekolah pergi ketempat kerja belanja dll sering digunakan sehari namun dalam jarak dekatbrbrdengan harga sama kalian dapat mobil konvensional sangat jauh lebih nyaman mobil listrik jadi kalau kalian nyari kenyamanan mobil listrik bukan jawabanya karena kalah jauh contohnya air electric vehicle harga jt dengan harga segitu kalian dapat xpander ultimate kelas kenyamanan sudah pasti beda jauh contoh lagi hyundai hyundai ioniq dengan harga jt lebih dengan harga segini kalian dapat toyota corolla kelas paling tinggi masih kembalian jt itupun hyundai ioniq masih apanya dalam hal kenyamanan kemewahanbrbrpenggunaan jangka panjang juga akan sulit dicapai oleh mobil listrik karena baterai pasti akan drop mengganti baterai sangatlah mahal']",mobil - listrik - vehicle - electric - beli - kalo - untuk - harga - buat - sama,0.0,False
electric vehicle no no no kapok pake evbrgw karna repot banget perjalanan jauhbrev bukan jawaban skipbrgw suka mobil cina jepang asalkan jangan evbrkapok,4,4_china_jepang_cina_mobil,"['china', 'jepang', 'cina', 'mobil', 'electric', 'vehicle', 'akan', 'atau', 'hybrid', 'brand']","['kelemahan jepang adalah kelamaan untuk rampd berani investasi gilaan kaya china toyota misal buat prius mobil hybrid pelopor mobil mobil hybrid produksi massal tapi baru bener fokus produksi banyak mobil mobil hybrid tahun gap tahun lebih bahkan sudah buat mobil listrik rav electric vehicle tahun sedangkan mobil hidrogen pertama mirai tahun hampir tahun tapi perkembangan belom keliatan sampe sekarang semoga orang toyota atau orang penting mobil jepang baca komen bahwasanya anteng lagi kelamaan rampd mau investasi besar bukan cuma dimobil disektor manapun jepang sedang dalam baik saja memulai tapi sekarang tertinggal', 'agen rahasia jepang akan membalasnya akan bersatu semua merek jepang melawan byd smp berdarah darah krn kekuatan merek jepang sgt mengakar astra pemerintahan thn akan pertumpahan darah calon pembeli akan dipuaskan dlm situasi ekonomi lagi seret kita tunggu electric vehicle atau ice bertarung jepang vs china godzilla vs barongsai drum petasan pun dimainkan hajarr', 'agen rahasia jepang akan membalasnya akan bersatu semua merek jepang melawan byd smp berdarah darah krn kekuatan merek jepang sgt mengakar astra pemerintahan thn akan pertumpahan darah calon pembeli akan dipuaskan dlm situasi ekonomi lagi seret kita tunggu electric vehicle atau ice bertarung jepang vs china godzilla vs barongsai drum petasan pun dimainkan hajarr']",china - jepang - cina - mobil - electric - vehicle - akan - atau - hybrid - brand,1.0,False
mobil listrik kecil gini mah bukan untuk mudik jaraknya terlalu kecil mau enak paling mobil hybrid kaya cherry tiggo,-1,-1_mobil_listrik_vehicle_electric,"['mobil', 'listrik', 'vehicle', 'electric', 'beli', 'kalo', 'untuk', 'harga', 'buat', 'sama']","['br justru karena dr mobil mekanik paham akan kebutuhan masyarakat umum sehingga masyarakat tau mana mobil hobi mana mobil dengan embel hemat punya kepentingan untuk jelekin atau bagusin electric vehicle vehicle tddak seperti influencer otomotif br hampir rata merek mobil luxury berfokus pada electric vehicle karena buyer kelas suka dgn electric vehicle suka dgn mobil ice karena lebih seni amp kelasnya menikmati raungan mesin langkah diambil porsche gaada impactnya userbuyer diluar segmentasi pasarnyabr tesla salah satu pencetus electric vehicle vehicle tpi harus ingat semakin banyak electric vehicle keluar baik usa chine dsb masyarakatkonsumen paham bahwa electric vehicle car untuk ramah lingkungan untuk menghemat maintenance amp aftermarket price jeblokbr electric vehicle car untuk green energi hanya ilusi sementara karena baterainya tetap hasil tambang amp untuk maintenancenya ketika baterai drop secara kalkulasi hampir sama dengan mobil ice bahkan sampe afterpricenyabr cycle electric vehicle car desain untuk digunakan tahun atasbr untuk keamanan pernah liat berita ceo big company tewas dengan electric vehicle car karena electric vehicle car tiba out of control hack', 'mobil listrik atau motor listrik cocoknya mobilitas tinggibrklo dibawah kmhari masih mending pakai konvensional brklo kita pas baru punya mobil biasanya semangat pakai mobil tapi begitu tahu rasanya paling pakai mobil pas keluar bareng sama anak istri saja untuk kerja tiap hari lebih enak pakai motorbrmobil listrik paling murah jt cuma dapat wuling cuma dipakai kota sajabrklo mobil konvensional sudah banyak pilihan hrga segitubrmobil listrik tahun kedepan sudah saatnya ganti baterai ganti jt an pingin pastinya mau beli juga pikir untuk beli bekas karena sudah saatnya ganti batreibrmobil konvensional tahun kedepan bosen dijual lagi masih laku untuk nambah beli mobil baru', 'intinya gini mobil listrik cocoknya jadi mobil kedua karena mobil listrik cocok untuk perjalanan luar kota jarak jauh sebab kita butuh mengisi daya tempat mengisi daya belum tentu diperjalanan kita belum lagi jika ngantri waktu ngisinya juga lama mobil listrik dipakainya buat jarak dekat buat kepasar ngantar sekolah pergi ketempat kerja belanja dll sering digunakan sehari namun dalam jarak dekatbrbrdengan harga sama kalian dapat mobil konvensional sangat jauh lebih nyaman mobil listrik jadi kalau kalian nyari kenyamanan mobil listrik bukan jawabanya karena kalah jauh contohnya air electric vehicle harga jt dengan harga segitu kalian dapat xpander ultimate kelas kenyamanan sudah pasti beda jauh contoh lagi hyundai hyundai ioniq dengan harga jt lebih dengan harga segini kalian dapat toyota corolla kelas paling tinggi masih kembalian jt itupun hyundai ioniq masih apanya dalam hal kenyamanan kemewahanbrbrpenggunaan jangka panjang juga akan sulit dicapai oleh mobil listrik karena baterai pasti akan drop mengganti baterai sangatlah mahal']",mobil - listrik - vehicle - electric - beli - kalo - untuk - harga - buat - sama,0.0,False
menurut untuk mobil pertama satu satunya better ambil lcgc dibanding atto iyaa fitur kualitas kalaah jauuh tapi lcgc ice lebih berasa punya mobil dalam artian kemana pergi jauh keluar pulau sedangkan atto ribet jarak tempuh terlalu jauh harus mengisi daya juga secepet isi bensin menurut mobil listrik cocok untuk mobil,11,11_ice_aki_mobil_ban,"['ice', 'aki', 'mobil', 'ban', 'electric', 'vehicle', 'ganti', 'second', 'untuk', 'karena']","['coba cek pengulas mobil dulu sebelum beli banyak pengulas mobil maupun bengkel belum mau adopsi electric vehicle untuk kebutuhan sehari karena electric vehicle masih dalam tahap trial test ratarata beli electric vehicle cuma untuk test saja dijual lagi bahkan ngasih saran pun untuk tetap beli mobil bensin kecuali punya uang banyak karena baterai electric vehicle belum dijamin aman untuk beberapa tahun belum case baterai tapi gagal menyala harga baterai seharga mobilnya sementara mobil bensin sampe sekarang belum pernah case ganti mesin', 'jangan lupa biaya ganti banbrsecara harfiah mobil electric vehicle penggunaan ban jauh lebih boros karena akselerasinya konstan bobot lebih beratbrmenurut keyakinan biasanya umur ban ice rata sekitar rb km ban electric vehicle hanya rb km sudah botakbrkatakan ambil umur maksimalnya berarti dalam km mobil ice perlu x ganti set ban ban sedangkan electric vehicle x ganti set ban ban selisih sampai banbrkatakan ban harganya ribu berarti untuk mobil electric vehicle harus siapkan extra rb x ban jutabrbrmenurut keyakinan lho', 'sebenarnya satu harus diperhatikan untuk mobil listrikbrganti akibrbrbanyak kasus mobil listrik aki mobil lemah kuat ngangkat karena mobil listrik bener full listrik jadi beban aki mobil juga berat disamain sama mobil icebrcontoh kasusnya ytnya pengepul mobil byd aki mobil lemah baru pake tahunbrsementara kalau mobil ice biasanya aki mobil bawaan taun sisanya pake aki mobil harga ribuan tahunbrbrjadi anggep mobil listrik wajib ganti aki mobil juta per tahun tambahan lagi juta per tahunbrsementara ganti aki mobil ice paling x ganti bawa tahun ganti aki mobil tahun ganti aki mobil lagi tahun total tahun berarti jutaanbrbrgak mau ganti aki mobil bebas nanti mogok jalan mogok lagi tapi ngelock shut down total mau didorong pinggir pun']",ice - aki - mobil - ban - electric - vehicle - ganti - second - untuk - karena,1.0,False
sementara bensin dulu deh,3,3_bensin_minyak_bakar_mobil,"['bensin', 'minyak', 'bakar', 'mobil', 'bahan', 'naik', 'mesin', 'begitu', 'listrik', 'sih']","['sekarang hemat nanti bensin hilang baru naik hargabrlistrik mu gecas perjam sma sudah amati dulu akngotbrminyak tanah man bs pegang nanti begitu bensin hilqng listrik naik per watt sekarang masi enak gt jg bis begitu hilang bis semua ganti trsjakarta kt lihat sewa masi desakkan nunmpuk kadan lingko banyak', 'kku orang kya apa lh tp amati betul kyk pemindahan minyak tanah gas dulu gas pertama keluar murah begitu minyak tanah punah baru naik gas gt jg nanti bensin kta arah kn pake motor listrk bensin hilang baru naik lisrik semua jg gt', 'mobil listrik naik daun iya lahbrgara gara si bahlil stop impor bahan bakar minyak buat swasta walaupun begitu mobil bensin tetap dicaribrmobil makan minum kan bensin brbinatang bs mati makan minumbrpolisi sih shell vivo bp jualan bensin buat ngurangin ketersediaan bensin pasaranbrmobil bensin lo cm bs beli bidr pertaminabrbagi hk mau ribet lo beli mobil listrikbrkonoha politik uang bermain kekuasaan jd alat buat ancaman']",bensin - minyak - bakar - mobil - bahan - naik - mesin - begitu - listrik - sih,0.8509289048123391,False
menyusahkan mobil bensin awet,3,3_bensin_minyak_bakar_mobil,"['bensin', 'minyak', 'bakar', 'mobil', 'bahan', 'naik', 'mesin', 'begitu', 'listrik', 'sih']","['sekarang hemat nanti bensin hilang baru naik hargabrlistrik mu gecas perjam sma sudah amati dulu akngotbrminyak tanah man bs pegang nanti begitu bensin hilqng listrik naik per watt sekarang masi enak gt jg bis begitu hilang bis semua ganti trsjakarta kt lihat sewa masi desakkan nunmpuk kadan lingko banyak', 'kku orang kya apa lh tp amati betul kyk pemindahan minyak tanah gas dulu gas pertama keluar murah begitu minyak tanah punah baru naik gas gt jg nanti bensin kta arah kn pake motor listrk bensin hilang baru naik lisrik semua jg gt', 'mobil listrik naik daun iya lahbrgara gara si bahlil stop impor bahan bakar minyak buat swasta walaupun begitu mobil bensin tetap dicaribrmobil makan minum kan bensin brbinatang bs mati makan minumbrpolisi sih shell vivo bp jualan bensin buat ngurangin ketersediaan bensin pasaranbrmobil bensin lo cm bs beli bidr pertaminabrbagi hk mau ribet lo beli mobil listrikbrkonoha politik uang bermain kekuasaan jd alat buat ancaman']",bensin - minyak - bakar - mobil - bahan - naik - mesin - begitu - listrik - sih,1.0,False
agak sedikit terlalu jauh,0,0_harga_brio_atto_honda,"['harga', 'brio', 'atto', 'honda', 'juta', 'lcgc', 'byd', 'suzuki', 'jt', 'beli']","['ngitungin atto vs lcgc brio atto dianggap laku pun pas dijual harga balik masih murah atto dibanding brio alias rugi', 'byd menghancurkan harga tapi menjaga harga sadar sih semakin tinggi harga semakin melemahkan mata uang avanza harga jutaan sekarang jadi jutaan masuk akal biarin lama jadi m rupiah kek harganya', 'harga kembali jangan dong fair mah setidaknya harganya kasih jt untuk servis perlu ingat untuk servis setelah rb harganya mahal anggap saja perhitungan tadi dikalikan jadi untuk penghematan dalam tahun pasti diatas jt daripada brio segi fitur juga kalah jauh perlu ingat harga lebih mahal kenyamanan berkendara dgn fiturnya juga harus sepadan dong masa atto air bag brio cuma yaallah masi banyak fitur sampah brio layaknya dijual jt untuk baru']",harga - brio - atto - honda - juta - lcgc - byd - suzuki - jt - beli,1.0,False
suzuki xl masuk list karena kemurahan jadoel fitur,0,0_harga_brio_atto_honda,"['harga', 'brio', 'atto', 'honda', 'juta', 'lcgc', 'byd', 'suzuki', 'jt', 'beli']","['ngitungin atto vs lcgc brio atto dianggap laku pun pas dijual harga balik masih murah atto dibanding brio alias rugi', 'byd menghancurkan harga tapi menjaga harga sadar sih semakin tinggi harga semakin melemahkan mata uang avanza harga jutaan sekarang jadi jutaan masuk akal biarin lama jadi m rupiah kek harganya', 'harga kembali jangan dong fair mah setidaknya harganya kasih jt untuk servis perlu ingat untuk servis setelah rb harganya mahal anggap saja perhitungan tadi dikalikan jadi untuk penghematan dalam tahun pasti diatas jt daripada brio segi fitur juga kalah jauh perlu ingat harga lebih mahal kenyamanan berkendara dgn fiturnya juga harus sepadan dong masa atto air bag brio cuma yaallah masi banyak fitur sampah brio layaknya dijual jt untuk baru']",harga - brio - atto - honda - juta - lcgc - byd - suzuki - jt - beli,0.705384195554462,False
suzuki bagus tapi brand image kurang menjualkurang bergengsi mereknya,0,0_harga_brio_atto_honda,"['harga', 'brio', 'atto', 'honda', 'juta', 'lcgc', 'byd', 'suzuki', 'jt', 'beli']","['ngitungin atto vs lcgc brio atto dianggap laku pun pas dijual harga balik masih murah atto dibanding brio alias rugi', 'byd menghancurkan harga tapi menjaga harga sadar sih semakin tinggi harga semakin melemahkan mata uang avanza harga jutaan sekarang jadi jutaan masuk akal biarin lama jadi m rupiah kek harganya', 'harga kembali jangan dong fair mah setidaknya harganya kasih jt untuk servis perlu ingat untuk servis setelah rb harganya mahal anggap saja perhitungan tadi dikalikan jadi untuk penghematan dalam tahun pasti diatas jt daripada brio segi fitur juga kalah jauh perlu ingat harga lebih mahal kenyamanan berkendara dgn fiturnya juga harus sepadan dong masa atto air bag brio cuma yaallah masi banyak fitur sampah brio layaknya dijual jt untuk baru']",harga - brio - atto - honda - juta - lcgc - byd - suzuki - jt - beli,0.9440053223792367,False
lho low budget jangan ikut om fitra,-1,-1_mobil_listrik_vehicle_electric,"['mobil', 'listrik', 'vehicle', 'electric', 'beli', 'kalo', 'untuk', 'harga', 'buat', 'sama']","['br justru karena dr mobil mekanik paham akan kebutuhan masyarakat umum sehingga masyarakat tau mana mobil hobi mana mobil dengan embel hemat punya kepentingan untuk jelekin atau bagusin electric vehicle vehicle tddak seperti influencer otomotif br hampir rata merek mobil luxury berfokus pada electric vehicle karena buyer kelas suka dgn electric vehicle suka dgn mobil ice karena lebih seni amp kelasnya menikmati raungan mesin langkah diambil porsche gaada impactnya userbuyer diluar segmentasi pasarnyabr tesla salah satu pencetus electric vehicle vehicle tpi harus ingat semakin banyak electric vehicle keluar baik usa chine dsb masyarakatkonsumen paham bahwa electric vehicle car untuk ramah lingkungan untuk menghemat maintenance amp aftermarket price jeblokbr electric vehicle car untuk green energi hanya ilusi sementara karena baterainya tetap hasil tambang amp untuk maintenancenya ketika baterai drop secara kalkulasi hampir sama dengan mobil ice bahkan sampe afterpricenyabr cycle electric vehicle car desain untuk digunakan tahun atasbr untuk keamanan pernah liat berita ceo big company tewas dengan electric vehicle car karena electric vehicle car tiba out of control hack', 'mobil listrik atau motor listrik cocoknya mobilitas tinggibrklo dibawah kmhari masih mending pakai konvensional brklo kita pas baru punya mobil biasanya semangat pakai mobil tapi begitu tahu rasanya paling pakai mobil pas keluar bareng sama anak istri saja untuk kerja tiap hari lebih enak pakai motorbrmobil listrik paling murah jt cuma dapat wuling cuma dipakai kota sajabrklo mobil konvensional sudah banyak pilihan hrga segitubrmobil listrik tahun kedepan sudah saatnya ganti baterai ganti jt an pingin pastinya mau beli juga pikir untuk beli bekas karena sudah saatnya ganti batreibrmobil konvensional tahun kedepan bosen dijual lagi masih laku untuk nambah beli mobil baru', 'intinya gini mobil listrik cocoknya jadi mobil kedua karena mobil listrik cocok untuk perjalanan luar kota jarak jauh sebab kita butuh mengisi daya tempat mengisi daya belum tentu diperjalanan kita belum lagi jika ngantri waktu ngisinya juga lama mobil listrik dipakainya buat jarak dekat buat kepasar ngantar sekolah pergi ketempat kerja belanja dll sering digunakan sehari namun dalam jarak dekatbrbrdengan harga sama kalian dapat mobil konvensional sangat jauh lebih nyaman mobil listrik jadi kalau kalian nyari kenyamanan mobil listrik bukan jawabanya karena kalah jauh contohnya air electric vehicle harga jt dengan harga segitu kalian dapat xpander ultimate kelas kenyamanan sudah pasti beda jauh contoh lagi hyundai hyundai ioniq dengan harga jt lebih dengan harga segini kalian dapat toyota corolla kelas paling tinggi masih kembalian jt itupun hyundai ioniq masih apanya dalam hal kenyamanan kemewahanbrbrpenggunaan jangka panjang juga akan sulit dicapai oleh mobil listrik karena baterai pasti akan drop mengganti baterai sangatlah mahal']",mobil - listrik - vehicle - electric - beli - kalo - untuk - harga - buat - sama,0.0,False
honda fanboy banget padahal hondanya sendiri omzetnya lagi down wkwkwk global and international aneh makanya orang sekarng milih moladin daripada trio walau sudah sepuh,0,0_harga_brio_atto_honda,"['harga', 'brio', 'atto', 'honda', 'juta', 'lcgc', 'byd', 'suzuki', 'jt', 'beli']","['ngitungin atto vs lcgc brio atto dianggap laku pun pas dijual harga balik masih murah atto dibanding brio alias rugi', 'byd menghancurkan harga tapi menjaga harga sadar sih semakin tinggi harga semakin melemahkan mata uang avanza harga jutaan sekarang jadi jutaan masuk akal biarin lama jadi m rupiah kek harganya', 'harga kembali jangan dong fair mah setidaknya harganya kasih jt untuk servis perlu ingat untuk servis setelah rb harganya mahal anggap saja perhitungan tadi dikalikan jadi untuk penghematan dalam tahun pasti diatas jt daripada brio segi fitur juga kalah jauh perlu ingat harga lebih mahal kenyamanan berkendara dgn fiturnya juga harus sepadan dong masa atto air bag brio cuma yaallah masi banyak fitur sampah brio layaknya dijual jt untuk baru']",harga - brio - atto - honda - juta - lcgc - byd - suzuki - jt - beli,1.0,False
mobil jadul banghanya menang komunitas kembali valuebelum tentu bertahan selama kalau kebijakan pajak harga bahan bakar minyak makin naik electric vehicle makin merajalela kedepan pamornya bakalan meredup,-1,-1_mobil_listrik_vehicle_electric,"['mobil', 'listrik', 'vehicle', 'electric', 'beli', 'kalo', 'untuk', 'harga', 'buat', 'sama']","['br justru karena dr mobil mekanik paham akan kebutuhan masyarakat umum sehingga masyarakat tau mana mobil hobi mana mobil dengan embel hemat punya kepentingan untuk jelekin atau bagusin electric vehicle vehicle tddak seperti influencer otomotif br hampir rata merek mobil luxury berfokus pada electric vehicle karena buyer kelas suka dgn electric vehicle suka dgn mobil ice karena lebih seni amp kelasnya menikmati raungan mesin langkah diambil porsche gaada impactnya userbuyer diluar segmentasi pasarnyabr tesla salah satu pencetus electric vehicle vehicle tpi harus ingat semakin banyak electric vehicle keluar baik usa chine dsb masyarakatkonsumen paham bahwa electric vehicle car untuk ramah lingkungan untuk menghemat maintenance amp aftermarket price jeblokbr electric vehicle car untuk green energi hanya ilusi sementara karena baterainya tetap hasil tambang amp untuk maintenancenya ketika baterai drop secara kalkulasi hampir sama dengan mobil ice bahkan sampe afterpricenyabr cycle electric vehicle car desain untuk digunakan tahun atasbr untuk keamanan pernah liat berita ceo big company tewas dengan electric vehicle car karena electric vehicle car tiba out of control hack', 'mobil listrik atau motor listrik cocoknya mobilitas tinggibrklo dibawah kmhari masih mending pakai konvensional brklo kita pas baru punya mobil biasanya semangat pakai mobil tapi begitu tahu rasanya paling pakai mobil pas keluar bareng sama anak istri saja untuk kerja tiap hari lebih enak pakai motorbrmobil listrik paling murah jt cuma dapat wuling cuma dipakai kota sajabrklo mobil konvensional sudah banyak pilihan hrga segitubrmobil listrik tahun kedepan sudah saatnya ganti baterai ganti jt an pingin pastinya mau beli juga pikir untuk beli bekas karena sudah saatnya ganti batreibrmobil konvensional tahun kedepan bosen dijual lagi masih laku untuk nambah beli mobil baru', 'intinya gini mobil listrik cocoknya jadi mobil kedua karena mobil listrik cocok untuk perjalanan luar kota jarak jauh sebab kita butuh mengisi daya tempat mengisi daya belum tentu diperjalanan kita belum lagi jika ngantri waktu ngisinya juga lama mobil listrik dipakainya buat jarak dekat buat kepasar ngantar sekolah pergi ketempat kerja belanja dll sering digunakan sehari namun dalam jarak dekatbrbrdengan harga sama kalian dapat mobil konvensional sangat jauh lebih nyaman mobil listrik jadi kalau kalian nyari kenyamanan mobil listrik bukan jawabanya karena kalah jauh contohnya air electric vehicle harga jt dengan harga segitu kalian dapat xpander ultimate kelas kenyamanan sudah pasti beda jauh contoh lagi hyundai hyundai ioniq dengan harga jt lebih dengan harga segini kalian dapat toyota corolla kelas paling tinggi masih kembalian jt itupun hyundai ioniq masih apanya dalam hal kenyamanan kemewahanbrbrpenggunaan jangka panjang juga akan sulit dicapai oleh mobil listrik karena baterai pasti akan drop mengganti baterai sangatlah mahal']",mobil - listrik - vehicle - electric - beli - kalo - untuk - harga - buat - sama,0.0,False
