clean_textdisplay,predicted_sentiment,confidence_score
kembali lagi ke harga,neutral,0.7482146
produk tesla aja yg harganya mahal ga sempurna tuhh apalagi produk china yg harganya murah,positive,0.99860185
jangan pernah pasang aksesori elektrik apapun di byd tampa komunikasi dengan dealer karena bisa menghanguskan garansi baterai,neutral,0.53831446
cba dari dlu dengerin mantan mentri dahlan ikhsan udah merencanakan beberapa taun kedepan mobil listrik akan merajalela eh malah ga di dukung sekarang cma bisanya imoprt lagi import lagi mobil listrik,positive,0.99926287
semua kekurangannya masih di tahap wajar sebagai mobil listrik jutaan nggak bisa juga kita harap kualitas juta di mobil ini fiturnya sudah jauh lebih banyak dari lcgc sekelasnya aja sudah syukur coba mana ada lcgc sekelasnya ada cruise control saya baru uji coba jalan dan dibandingkan daihatsu sigra dan daihatsu ayla saya wah atto ini game changer sekali saya dimanjakan dengan apple carplay dan android auto standar pabrik suara speaker sudah enak kamera mundur bening sensor mundur juga ada lampu otomatis cruise control vanity mirror dengan lampu auto down dan auto up window dan hening tidak ada suara maupun getaran mesin menurut saya ini juta rasa juta,negative,0.9978668
beli electric vehicle nanti aja tahun lagi saat teknologinya mature,neutral,0.79793596
naik atto pas pameran utk ac gw rasa better than agya naik taksol agya kadang panas banget sih cuma angin sejuk sepoi tp atto udah cukup adem,negative,0.9972838
kalo beli mobil cina jangan banyak perotes emang begitu say tst aja,positive,0.9693598
kalo kurang dingin menurut gus iqdam kalungan kulkas,neutral,0.6153949
tetap enak bensin atau kalo ada duit beli mobil hybrid brkalo electric full gini ngeri tiba tiba mati mesin pada saat jalan krn ada kejadian nya untung tidak di jalan tol atau jalan raya tp di jalan relatif sepi ternyata accu nya yg rusak,positive,0.98424166
keren bang ngejelasinnya fair,negative,0.97332585
a yg berembun bukan atto loh tapi attoman wkwkwkwk,positive,0.88181424
ini mah nyinyir aja,positive,0.9832093
wkwkkw bener sih calya sigra ayla agya mobil ngeselin krn rata drivernya itu pemula atau gk mobil taksi online yg mana kl bawa mobil seenak jidat,positive,0.99612254
ini adalah kekurangan umum mobil china ya elu cuma bahas dr sudut pandang byd atto tanpa ada nampilin benchmark yg lain gw yg awam dengernya ah ulasan lu framing negatif doang,positive,0.99840456
atto mana yg bisa km ngaco ni kontennya,positive,0.96758884
kebanyakan memang orang kolot yang kudet teknologi padahal bisa baca manual book tapi ya di indonesia itu budaya membaca sangat rendah sesuai rerata iq penduduknya yang di angka,positive,0.9984994
apakah ada solusi untuk ac yang panas,neutral,0.89080215
agya ayla dkk emang ngeselin mana stikernya banyak dan lampu tembak bejibun tau lah alasannya ga enak gw,positive,0.99943084
yang bilang bandingin atto sama lcgc ya ga apple to apple harga murah kan murni ga kena pajak makanya harga di njkb bisa dibilang hampir sama dengan harga jual coba ntar insentif hilang liat aja harga brp bukan byd nya yang murah tp kebetulan dpt insentif pdhl bukan karena byd ga nyari untung persepsi orang keliru berat,positive,0.97139186
mau harap apa beli mobil yang made in china wkwkwk,neutral,0.97985464
senyum liat orang yg asal aja beli mobil juta bisa beli mobil mesin diesel tahun an yang bisa minum bio sol kecuali orang kaya yg emang buang duit brbrniatnya cinta lingkungan padahal ngga baca dulu konsep barerai yg bisa jadi limbah setelah tahun yakin sampai tahun brkalau cinta lingkungan mobilnya basis hidrogen itu jelasbrbrdikasi teknologi dan fitur dikit udah kepincut tanpa memikirkan apakah ini dibutuhkan atau sekedar memenuhi keinginan brbryang udah terlanjur beli ya selamat menikmati ya,negative,0.93232155
mending ayla m manual,neutral,0.9983581
jutaan sudah dapat tiggo chery cross atau suzuki fronx gl,neutral,0.996723
logika nya mobil listrik lebih cocok buat org tech savy krn cara treat nya sama kaya handphone,negative,0.66120267
masalh embun pendinginan mesin atto mengunakan refrugen atau preon untuk ac di jadikan pendingin mesin nah ketika hujan pendiginan mesin naek ke kaca,neutral,0.98043597
mau gaya kyk apa juga yang nama nya baterai cepat atau lambat pasti akan soak masalahnya baterai mobil harga nya mahal banget itu yang jadi pertimbangan banyak orang beli mobil electric vehicle sedangkan mobil bensin konvensional mau km rb juga masih bisa dipake asal servis rutin,positive,0.9948872
agya ayla mobil yang tidak bisa di salip,neutral,0.99760485
banyak yang suka pake mobil power bank brpertanyaannya mau berapa lama pake itu mobil baterai,neutral,0.98758394
hidupp atto mengoncangkan duniaa otomotif,neutral,0.9257404
alasannya yang beli mobil ini adalah orang kere terus angsuran maksa,positive,0.9821998
kekurangan dan harus dilakukan saat beli atto pasang anti karat dibawah mobil br pasang auto folding di spion mobil br tutup bolongan kanan kiri dan depan mobil byd atto karena membuat air dari spakbor mobil bisa masuk dan bikin karatan brbrsekian dan terima kasih,neutral,0.5598292
atto gak kuat nanjak di moladin lebih baik sabar tunggu mobil hybrid china aja,positive,0.706882
kalo yg telaten lihat detail videonya dr awal sampe akhir kelihatan banget video ini cenderung framingmenggiring opini negatif please be smart dan dicompare dgn data spesifik atau benchmark dgn video yg lain jgn terlalu ditelan mentah ya baik ice maupun electric vehicle semua ada nya,positive,0.75503474
software msh jd pr,neutral,0.983691
jauh lebih baik jaecoo j di harga jtaan,positive,0.70624477
klo pesawat cn meskipun bagus dipailidkan jg tapi electric vehicle impor banyak kekurangan didukung penuh,positive,0.9791854
mantap ni mobil buat pengangkut sayur mayur sama buat krja jakarta tangerang dipasargausa expect lebih dgn hrga segitu emang cocoknya buat dipake kerja keras aja bukan buat tampil gaya,negative,0.99694544
setelah melihat ini saya putuskan untuk tetap menggunakan motor vixion,neutral,0.94279945
kalo acnya dingin banget gimana,positive,0.6825994
lah peredamnya sampe gak kedengar tempat gua sampe tukang pakir teriak terus terus kgk denger,positive,0.99944896
alhamdulillah masih bertahan di wagon r gs semua presisi dan tidak rewel,negative,0.9988452
km jarak tempuh byd dynamic bro bukan km sedangkan prmium jarak tempuh km,neutral,0.9498745
klau di perkotaan byd electric vehicle ini cocok sekali ditamabah pajak kendaraan bermotor nya lebih murah dibandingkan ayga atau brio,negative,0.9914743
kalau atto ini bisa seharga ayla sih mantap ya,negative,0.9982849
harus bijak dalam milih kendaraan pelajari sebelum memutuskan membeli mobil,neutral,0.9045317
saya pake mobil ini yg type dynamic sdh km dan sejauh ini sangat puas ac sangat dingin no embun jarak tempuh ok,negative,0.99832386
kenapa laku brand inibrkarena rakyat ini memang lemah ini dipahami brand cina mereka cukup bilang mobil ini canggih featurenya sekelah mersi harga rakyat udah dibeli tuhbrsaya bukan menghina brand ini tp saya bicara fakta kantor sy beli wuling thn pake jual ga perlu sy bahas minusnya apabrdr situ sy belajar cari tau brliat ulasan dr mengenai brand cina diseluruh duniabrhasilnya no at least untuk saat inibrmobcin itu jualan tampilan itu jgn emosi cari tau perkataan sy benar atau tidakbriklannya mobilnya keren canggih bisa ini itu eh client sy pake gym tank blm setaun udah ngomel ini itubrintinya klo duit masih pasan saat ini jgn dulu beli mobcinbrno hate,positive,0.88938624
bener klo pasan tau diri aja jgn sokan ikutan beli karena gengsi punya electric vehicle minimal udh punya satu mobil baru beli itupun klo punya duit,positive,0.88531804
wuling sama byd bukannya beda brand,positive,0.97445357
ribet pakai mobil bensin aja laa,positive,0.998769
kalau kita baik saja pake atto kekurangan minor wajarlah gak sampai mengganggu harga sangat ok dengan fasilitas yang ada semangat byd,negative,0.9973086
di ada adain aja gw user atto dan aman aman aja dari semua yang disebutkan gak ada yang bener satu satunya ke kurangan adalah cakram nya karatan hehehe tapi overall aman aman aja mantap ini mobil,negative,0.9861481
ada minus yang sedikit mengganggu dan jarang orang sadar spion nya agak kepanjangan brbrac ga dingin awalnya gitu tapi setelah gw pelajarin di manual book dan kutakkatik ac nya dingin banget apalagi kalo fan speed sama suhu nya di angka dan ternyata lagi ada mode penyebaran ac soal embun itu kalo ydah ngerti pengunaan mode ac ga akan lagi ngerasain kaca embun didalam pada saat hujan,positive,0.566385
kepanjangan sih engga ya tapi terbatas jangkauan kacanya,positive,0.875252
mau bagus nyaman mahal pilih saja mobil eropa,negative,0.9926462
kemarin make atto ini jakartalampung cuma habis rb pp denger harga atto ini wah lagaung sih saya pilih ini dr harga mobil yg mirip kyk avanza kekurangannya mesin buat charging susah konek orang lain yg mau charging pun kesusahan lokasi d istirahat area kedua lampung dari merak,positive,0.85954094
tidak ada unlock di pintu penumpang sangat beresiko ketika emergency penumpang tidak bisa keluar mohon penjelasan dari byd bila perlu di recall,positive,0.6854492
bisa benernya ditarik gagangnya dua kali saya pengguna,neutral,0.84742224
sy punya atto sudah lebih dari km sy rasakan nyaman dlm berkendara sy yakin pembuat konten nggak punya atto hanya penjual konten bisa jadi juga salesenya mobil ice,negative,0.9945365
dapet info drmna pabrikan byd klaim jarak tempuhnya sampe km video sesat,neutral,0.994955
yakin buyers atto nyesel beli mau dijualpun gk akan laku,positive,0.99918073
gw baru pake atto hari dan semua baik aja ac dingin poll embun bisa teratasi jarak tempuh masih sesuai kw km di mid ngitung kw per km jadi masih ok yg lain masih dalam kategori ok,negative,0.98909503
mao komentar soal yg komplen masalah embun diluar kaca itu artinya di dlm cabin dingin dan diluar itu lembab tinggal sapu pake wiper susah amat ngaku udah bawa mobil tahun tp otaknya msh kopong masalah peredaman ini mobil dibanding dgn mobil lain dgn harga serupa peredaman dan kualitas nyetirnya jelas diatas jgn dibandingin sama mobil yg jt keatas lah ya,positive,0.99742883
recana beralih ke mobil listrik aja lebih hebat jangan takut gorengan gosong,positive,0.9611595
manual book atto ini bisa diexport ga si pdfnya ke hp masa baca manual harus di dalem mobil terus,neutral,0.81227845
kalo dari temen bilang sih kok yg di display di pameran sama yg sampe rumah kualitas nya beda amat sama kya yg ga rapih ga presisi gap di beberapa bagian itu aja sih di kerjain pabrik pake mesin tua apa gimana tiap keluar beda,positive,0.99862325
harga murah minta selangit,positive,0.96984494
kl di mainland china ada konsumen yang berani kritik byd bakal di tuntut loh di indo gimana nih,neutral,0.5889332
min mobil china bukan hanya di exterior dan interior kurang presisinya di mesin bearing dan gear ditemukan juga masalah ini,positive,0.99404705
mobil ice juga konsumsi bahan bakar minyak nya selalu overclaim xpander at katanya dalam kota a href nyatanya hanya,neutral,0.66506845
mobil baru juta sama dengan lcgc keluhannya miripmirip sebagai teknisi ac memang ada kekurangan antara ac dengan kompresor mekanik dengan kompresor elektrik di mobil murah kompresor nya hemat wattnya kecil jadi memang kurang dingin atau dinginnya lama kalau mau dingin kaca depan dikasi film gelap pada bagian atas dan penambahan peredam panas di kap atapnya,positive,0.7880069
beli yg sdh pasti dan teruji br brio lcgc tak usah berjudi dgn yg belum teruji,negative,0.97293186
tahun depan bakal lebih mahal,positive,0.9970847
di tiongkok mobil listrik banyak masalah,positive,0.9961356
dari awal aja sdh di bohongin jtjt sdh dpt c cgiialphard gen altisnambah dikit dapet suzuki all new baleno yg non lcgc dg kualitas suzuki notabene built in quality nya terjaminparts banyak kl di mitsubishi dapet mirage bekas tinggal di remajakan ulang gak sampai jt mazda dapet yg seri bekas tahun muda masih bnyk pilihan mobil di jarak tempuh segitu sering pantau iklan dan komunitas aja,negative,0.9972573
buat apa hp di pasang di depan apa belum tahu fungsi android auto bos belajar banyak dulu fitur nya dan karakter nya baru bikin konten soalnya saya beli dua unit atto yang dynamic dan premium karena secara global sdh baik dengan harga segitu lihat saja sebentar lagi naik harganya bos,positive,0.44086295
destinator jg gap doortrim dan bagasi parah kiri kanan beda jauh,positive,0.92313945
sama seperti sepeda dan motor listrik skrg banyak yg beralih ke kendaraan listrik khususnya yang kerja kantoran seperti aku ini cari yg gak ada pajak dan jarak tempuh sesuai dan bisa hemat,negative,0.82295537
thx lupakan atto malah bikin repot,positive,0.9964725
km itu di jalanan china yang mulus jarang lubang jalanan indo udah macet banyak lubang kadang bergelombang apalagi wilayah dataran tinggi gak rekomendasi mobil listrik dan harus paham beban penumpang mungkin wort it aja di dataran tinggi dengan orang berat masing kg tapi kalau bawa barang makin boros aja baterainya dengan kondisi jalanan indo beban cuaca karena mobil listrik kalau di matahari terik pasti ngaruh sama ferforma baterai jarak tempuh ny bisa km ran,positive,0.7771478
bagi peminat beli mobil liat chanel bginian dr pada liat chanel fitra eri yg menjerumusin calon costumer,positive,0.96322966
beli dan pakai sesuai kebutuhan gak ada car to do it all gw pakai atto dari awal muncul bwt dalam kota doang alhamdulillah gak ada seperti di video kalo kurang dingin ganti mode ke normal ac nya di jamin lebih dingin,negative,0.99224246
koreksi dikit kak atto jarak tempuh terjauh km nedc dan type bwh nya km nedc gada yg km,positive,0.9526215
pernah pinjem convero pickup pas grimisac nya udah di set paling rendah masih terlalu dingin jadi kurng nyaman,negative,0.93016195
masih nunggu yg fix aja baru beli electric vehicle,neutral,0.9943585
model futuristik harga segitu enggak kehujanan aja udah cakep kok,negative,0.99896824
kebetulan saya ada ford fiesta dan atto dirumah masalah kedap kata saya atto sudah hampir selevel apa mungkin fiesta saya sudah busuk ya branyway fiesta ada suara mesin atto ga ada jadi agak kebantubrbrklaim ac ga dingin ya anak saya selalu bilang keluar jadi es batubrbrmasalah jarak nah itu bener over claim ga sejauh itubrbrada hal unik lain saya bisa mengakali alarm keamanan belt di atto sampai tidak bunyi terusan sepertinya ini cacat produksi kelemahan paling fatal si setir nya bener ga ada rasanya ga ngelawan pula,positive,0.9957975
atto itu penggerak roda depan coba beli yang penggerak roda belakang mungkin lebih kuat nanjak contoh yang gue tau geely ex,neutral,0.8379621
mobil nya mayan enak kok cuma memamg kalau belum ckd bakal naik tahun depan ya brbrkeuntungan electric vehicle sekarang karena ga kena apa cuma bayar swdkllj doang pajak kalauga begitu pajak nya mahal banget pasti,positive,0.8687198
sales mobil ice nih kayaknya yg bikin video,neutral,0.7166683
di jawa enak electric vehicle keluar jawa beda cerita jarak jauh pegunungan charger minim ya bahan bakar minyak dulu,neutral,0.97717655
apa yang diharapkan pada mobile control,neutral,0.99868876
ane pantau tahun ke depan kagak mau beli electric vehicle dulutapi memang ada rupa ada harga sih,positive,0.95967364
honda win juara tetep,neutral,0.830326
banyak buzzer otto disini wkwk jangan muji muji otto terlalu dini lihat aja dulu atau tahun ke depan tolong buzzer terima aja dulu keluhan konsumen yg ada no debat,positive,0.8903293
org beli electric vehicle bukan karna tipe electric vehicle tapi udh banyak yang bisa mikir klo mobil jepang skrng tuh over price,positive,0.9797178
mobil kerupuk masih mending mobil bensin,positive,0.974922
hebat ya yg mau beli mobil listrik gk mikir harga jual lagi anda keren,negative,0.99275756
kalo yg duit nya banyak mah gak bakal mikir harga jual kembali toh yang beli mobil electric vehicle pasti udah punya mobil yg lain sebelum nya,positive,0.85207754
menurut saya bukan ac nya kurang dingin tp arah angin nya yg nggak bisa merata terutama sisi belakang berasa gak kena ac,positive,0.9913583
karena harga murah dan bisa akselerasi kencang dalam kota ini mobil tahun depan bakalan jadi mobil paling ngeselin di jalanan kota kecuali mobil ini gak bisa di angsuran,positive,0.69823354
suzuki juga xl saya ac gak dingin,positive,0.9603259
saya pernah di beri tips sama teman saya yang dari china kata beliau kalau beli mobil china pastikan pilih lah brand yang memiliki holding group anak usaha brand besar amerika jepang atau eropa karena rata rata brand tersebut biasanya lebih minin trouble yang aneh aneh,negative,0.5600286
byd itu chinese electric vehicle di eropa sebenarnya electric vehicle di dunia sih jadi udah paling mantab lah buat mobil cina,negative,0.992494
bandingin mobil ini sama lcgc odong jgn sama mobil diatasnya secara harga nabraknya ke lcgc bukan ke kelas mpv avanza xpander ertiga anda pernah tau sigra calya agya alya tanpa modifikasi bisa kedap bgt kaga kan ya jgn komplain masalah kenyamanan di mobil ini wkwk,positive,0.7561273
bro singlehandedly menyelamatkan sales honda,negative,0.9926617
km ya lumayan lah buat pp ke kantor kecuali lu pake buat taxol klo soal mogok sebaiknya gunakan mobil ini sesuai standar bawaan pabrik jgn lu ubah audio atau segala macamnya karena semua berpengaruh ke sistem sistem kelistrikan baterai atau aki mobil tp gw tetap nyaman pake motor listrik walaupun mobil listrik belum kesampaianhehe,negative,0.98205125
soal ac tidak presisi tdk semua mbil cina begtu tapi akun ini men general semua merk cina begtu akun gak jlas,positive,0.99869317
sy user brio rs dan bulan lalu beli atto juga km sy pakai sudah perjalanan jarak jauh km pendapat sy gap body sy tidak temukan gap body masih lebih rapih dibandingkan brio rs sy cukup padat pintu ckup berat penutup mesin kali lebih berat dari brio rsbr ac kurang dingin relatif untuk sy masih cukup karena anak sy sempat minta ac diturunkan karena dingin saat perjalanan jam siangbr embun terjadi ac nyala hilangbr kekedapan masih lebih baik d bandingkan brio rs cukup baik dibangdingkan lcgc jauh disemua aspek kekedapan jarak tempuh relatif sy pakai premium kwh sy long trip km dapat rata rata kwh artinya kira kira km sekali full intinya pakai electric vehicle itu stabil kecepatan paling aman itu jarak tempuh km hemat br soal nanjak kata siapa tidak kuat sy tinggal disulawesi rumah sy berada pada daerah pegunungan torsi instanbr akselerasi memang kurang di atas tapi cara akali gampang torsinya di batasi software tpibrkalau mau instan pakai cruse control berasa beda om tarikannya gahar walau kecepatan di atas km sy kalau nyalip kadang pakai itu brbrintinya sy cukup puas di bandingkan brio rs sama saja kekurangan bau nya saat baru nyesek anak sy sampai mabuk ruang mesin kotor tidak ada lampu kabin baris gelap cok kursi pocong nutup pandangan ban bawaan jelek berisik banget di aspalbr speedometer nga ada opsi temabr speaker buruk hanya ada di barus depan spion tenaga ototbr lowbeam kurang terang mau nambah bilet takut juga nga ada wiper belakang,negative,0.996349
keren ya mobilnya,negative,0.99816185
mending jaeeco j kemanaquot daripada atto,positive,0.98620933
emang dari awal g boleh bercaya sm cina,positive,0.8650964
kayaknya jarak tempuh harga dan fitur yang diberikan berpengaruh pada psikologi orang yang menggunakannyabrkutipan terakhir kayaknya bakalan iya atau bs jadi engga jg iya kalo mereka mau menjadikan electric vehicle sebagai mobil pertamanya dan mau agak ribet soal charger mobil terlebih byd ini banyak yg bilang klo groundingnya ga bener auto gabisa charging sekalipun di stasiun pengisian kendaraan listrik umum tapi juga bs jadi engga klo mereka benerquot ogah rugi atau ogah ribet maunya terima jadi hanya dgn duit dikit,positive,0.96412385
kenapa bang jd mobil paling ngeselin dijalan nnti,positive,0.9974377
gue beli lexus bekas,neutral,0.98891234
pengguna atto dan m sangat meresahkan,positive,0.9974686
bknnya jarak tempuh nya ya klo yg jt,neutral,0.94929206
kemahalan pajeknya di neguara keparat ini,neutral,0.9125266
saya pengguna byd byd seal udah tahun dan masalah ac ga dingin dan kaca berembun emang terjadi juga di byd seal ac ga dingin itu kerasanya cuma di siang hari waktu cuaca terik saya rasa atap panoramic ngefek bgt ke sini awalnya seneng dapet kaca segede gitu di atap skrg saya pakein penutupnya permanen udah dikasih kaca film vkool vk yg paling mahal dan bagus kata vkool masih tetep kerasa ada panasnya sampe skrg saya masih pake speed kalo siang nah kalo malam hari atau cuaca ga panas acnya justru super dingin speed aja kerasa kedinginan brbrkalo masalah kaca berembun itu emang terjadi tapi kalo kondisinya baru selesai hujan dan jalanan macet atau mobil berhenti solusinya mode ac jangan pake recirculation biarin udara luar masuk kalo mau lbh cepet buka jendelanya defogger kaca depannya emang kurang ngefek ini terjadi juga di mobil jepang dan banyak mobil jepang yg ga punya front defogger kalo bmw sih front defoggernya ngefek tapi di mode ac recirculation udara luar tetap dikasih masuk dikit bau dari luar msh bisa kecium dikit,negative,0.9804388
ya emang panoramic adalah hiasan yg ga ada guna jelas penyumbang panas ga akan dibuka krn polusi di konoha luar biasa,positive,0.90295625
biasanya lu beli mobil jepang kayak avanza ga banyak komplen lu mobil miskin fitur gitu harganya skrg juta coi skrg di atto lu banyak komplen,positive,0.9984971
mobil driver grab premium nih,neutral,0.99750286
di medan belum bnyk stasiun pengisian kendaraan listrik umum,neutral,0.9987111
makan tuuh gimmick dan harga murahan,positive,0.9987288
beli sekarang thn depan harga bisa karena akan kena pajak bea masuk,neutral,0.98916173
geser lcgc lawakkl dijkt msh mungkindiluar jkt mustahil,neutral,0.94855726
m murah meriah mencret,positive,0.62244153
jangan kaget dengan produk china dari dulu prinsip china mendahulukan kuantitas bukan kualitas brkarena bagi mereka kualitas bisa menyusul,negative,0.99495536
di wuling videonya semua bagus di brand lain ada aja kurang nya simpulkan sendiri,negative,0.97987604
agya ayla amann calya sigra skrg mah bang,negative,0.9795083
kue yang cantik dan murah biasanya rasanya kurang enak d,negative,0.75224274
bang ada kasus baterai mlembung gak,neutral,0.9488969
yakin garansi seumur hidup di negara asalnya saja bertumbangan karena perang harga,positive,0.99769455
brio mulai keluar beli brio byd mulai dijual pake byd atto setelah sebulan pemakaian semua enak tidak ada keluhanbrbyd mobil electric vehicle china tapi tidak kalah lcgc honda jepangbroperasional harian jauh lebih murahbrbiaya perawatan jauh lebih murah yang berubah hanya pola pemakaian malam mengisi daya pagi pakai,negative,0.9921033
yg penting gak sering antri di spbubengkel ganti oli,neutral,0.94328636
bukan sy ngebela mochin jg mobil jepang murah jg ada panel gap ga rata contoh datsun go ayla st gen wagon r dll sy tau krn sy prnh magang di ruang pamer,positive,0.90302324
nah kalau itu emang ia banget bahkan brio tipisbanget panelboddynya,negative,0.68112916
mobil refurbished,positive,0.9675936
mobil cina dari dulu memang asal asalan buat,positive,0.99609864
mobil listrik semua udah led masa lampu sein nya masih bohlam hehe,neutral,0.9959764
sebagai pemilik atto saya cuma mau bilang alhamdulillaah,negative,0.4575722
testimoni nya gimana pak izin pak soalnya saya ada rencana beli atto,neutral,0.95689845
mobil murah dan canggih gak usah banyak nyinyir klo beli udah bagus tu,negative,0.988704
makanya baca manual book budaya kita bukan membaca soalnya bang,positive,0.90429205
budaya kita mah ikut-ikutan buku manual atau petunjuk penggunaan sama sekali ngga penting cuma modal nonton yutub aja berasa paling jago sedunia,negative,0.75382227
jt mnding innova mesin diesel bekas atau panther udah teruji,neutral,0.93257755
terlalu kuno,positive,0.75132024
menurut sy atto itu sdh bagus hanya kaca berembun kl malam sangat dingin dan hujan,negative,0.9841636
tetap aja menarik dengan harga segitu andai wuling binguo harga segitu juga,negative,0.97234523
anda wajib tahu bahwa baterai byd tidak dapat diservis permodul karena tipe baterainya cell to pack ctp sehingga kalau terjadi kerusakan harus ganti secara utuh dan sangat mahalbiayanya,positive,0.98320144
anda juga perlu tau kalo byd atto di pakai tahun sudah bep seandainya di pakai tahun dan rusak pun tidak rugisedangkan baterai byd garansi tahun hitung saja pemakaian mobil bensin selama tahun sebulan rata pemakaian bensin menghabiskan juta rupiah x bulan juta pajak jt jt x tahun jutaangka ini pun blm termasuk servis ganti oli yg bulan sekali bisa di hitung sendiri bagaimana hemat nya pakai mobil listrik sedangkan harga mobil atto hanya jt berpikir cerdas lah kawan bukan buat kaum mendang mending notemobil di pakai kerja setiap hari produktif sebagaimana mestinya di gunakan,positive,0.94355065
tahun lagi sudah murah bos tunggu saja tehnologi baterai negara maju sangat cepat disana disini koruptornya saja yng ganas,positive,0.9985998
di bantuan pemerintah kl udh dicabur subsidinya bakalan mahal jg ntr,positive,0.9980313
banyak netijen komen goblok ya kalo lo beli mobil juta trus masalahnya cuma estetik sih ngga masalah ga mengganggu fungsi utama dari mobil buat bawa lo dari poin a ke b kalo komprominya di fitur keselamatan ya wajar aja dihujat apalagi potensi membahayakan pengguna jalan lain misal kaca berembun trus yg mengemdi  jadi nabrak orang tua lu sampe mampus masih bisa komen quotya namanya juga mobil murahquot,positive,0.99931574
oww begitu trus kesimpulan dari video ini apa bacot sana sini gitu gitu doang,positive,0.9988072
bener mending sigra kemana barang china itu kebanyakan gimmick,positive,0.9982728
sejak kapan claim byd atto km dynamic premium ga ada yang bilang km,positive,0.91914093
pke electric vehicle dibegoin biar yg kaya yg bisa pake bensin yg ga ada duit dijebak pake produk listrik yang ujungnya harganya dikontrol sama beberapa pihak aja udah kejadian di minyak tanah ke gas skrg kendaraan kena jangan kejebak narasi polusi kendaraan polusi paling parah di dunia ini adalah dari pabrik dan pesawat terbang mobil mah kecil banget dibesar besarkan aja,positive,0.99929607
sini ke shanghai dari tahun udah seperti ga punya langit sampe detik ini udaranya x lebih bersih dari jakarta berkat populasi electric vehicle,negative,0.99643075
sudah testdrive pas kebetulan hujan gede kata anak saya kok ini gak seberisik crv kita ya pa aku cuma senyum kecut aja hehe,positive,0.99592316
buat mobil kedua sih ga masalah buat mobil utama atau harian ga cocok mobil listrik ini gw sempet kepincut sama ni mobil tapi kalau di pikir gak cocok buat gw yg makai harian bolak balik kerja akhir nya gw ngambil agya stylish g svt warna silver,negative,0.58376545
byd atto kan di harga juta kan ya monggo dibandingkan secara harga ya yang paling dekat si lcgcbrnah jadi menurut gw lcgc dan byd atto punya plus minus masing tinggal mau cari plus yang mana silahkan diambil justru gw suka semakin ramai mobil di kelas juta besar dan juta kecil maka konsumen semakin banyak pilihan mobil,negative,0.977831
cakep desainnya sih tampilan depannya mirip mini lamborgini tapi mobil listrik problemnya gak jauh jauh daribr mesin tidak ada patokan pasti berapa ccbr kaca lebih bagus mobil jepangbr sistem kelistrikan wajarbr baterai mirip hp china dulu pas awal beredar di pasar suka ngedrop maybe kedepanya bisa lebih bagus,positive,0.67265373
sistem kelistrikan masalahnya juga paling sering di low voltagenya yaitu ga beda jauh sama mobil ice kalau masalah high voltage itu sangat jarang,positive,0.8482307
ini video kok kontradiktif ya ac katanya gak dingin tapi kok bisa bilang mengembun itu berarti ac nya dingin dong,positive,0.997912
embun nya diluar atau di dalem konten kreator nya cemen,positive,0.7411768
tapi keliatan kaya ringkih banget ya,positive,0.99058867
mocin,positive,0.9972248
mungkin mobil ini jauh lebih ngeselin soalnya gk ada suara mesin tibatiba nongol trus motong jalur,positive,0.99897146
biasa buka cendela ya om,neutral,0.99608266
bukan motong sih tpi kurang waspada kmu karena tidak bersuara,positive,0.99847573
perkenalan di pekan ke saya rasakan mobil ini senyap banget waspada micro sleep yang bisa datang tiba tiba pastikan kita cukup istirahat hindari berkendara jarak jauh tanpa jedah istirahat jam minimal kali turunkan pw untuk mengambil suara dan oksigen luar,negative,0.93959886
bener ac nya kurang dingin,positive,0.9989869
namanya mobil murah ya begitu bang ngarep harga juta ac seperti mobil alpard,positive,0.84219545
kalo kata qory vidio ini berbau gorengan,positive,0.85757446
welleh atto msh ad yg blg kurang kedap kl gt gmn mobil ice lain dgn harga setara,positive,0.84905815
atto terlaris di akhir tahun,negative,0.9518749
mobil listrik hanya mobil ke ane mobil ke atau utama pasti bensin electric vehicle hanya digunakan dalam kota atau hanya jarak dekat aja kalau luar kota daerah rural pasti mobil bensin,neutral,0.49133
pernah dengar quote yg menarik semakin murah mobik maka user nya semakin rewel kayaknya relate ini bayar nya agya tapi mau dapat kenyamanan zenix no offense,negative,0.6687757
anjir ini kontennya selalu cari kekurangan buat cari viewers kecuali lo punya uda beli boleh dah cmn ngambil data di internet lngsng cap ini itu gw uda beli ini mobil smua kekurangan yg di sebut ga sepenuhnya bener ac cukup dingin jarak tempuh mobil sesuai claim byd akselerasi mobil ini cepat peredaman kabin terbaik dikelasnya dibanding lcgc cek aja ytbers lain pakai alat db sound,negative,0.99261224
ini untuk memotong dominasi eropa mobil listrik dan domonasi amerika minyak bumi gila emang pandangan kedepan china dengan imbalan kerusakan alam indo,positive,0.99824995
agya ayla sigra calya mobil paling ngeselin di jalan kalau udah ketemu mobil itu mending ngalah dan menjauh,positive,0.99167305
ngecek aplikasi ojol di tengah jln d klakson dia cuekbrujungnya bilang quotgw lg cari nafkahquot emg lu doank gw jg lg krja,positive,0.9924273
mobil terlaris di indonesia sepanjang november mengalahkan semua brand lain,negative,0.8408021
yang kalian liat di jalan jabodetabek itu disewa dari grab dan gojek ribuan unit memang disewakan ke driver mungkin byd jadikan atto untuk bekerja sama dengan grab gojek sekalian jadi iklan berjalan,neutral,0.98774403
aku lagi nabung brpengen banget citroen c electric vehicle,negative,0.9968869
