date,authordisplayname,textdisplay,likecount,clean_textdisplay,label,confidence,status,Column 1,Column 2,Column 3,Column 4
2025-08-13 02:05:02+00:00,@rg6717,Kalau semua orang pakai mobil listrik yg bangkrut bengkel mobil seperti Dokter mobil jadi dia selalu menakuti orang supaya tidak mau mobil listrik. Sudahlah koh persiapin bengkelmu untuk bengkel mobil listrik mana tau nanti jadi bengkel vendor dari merek mobil listrik karena semua bengkel resmi tidak sanggup menampung service semua mobil listrik .Stoplah utk menakuti konsumen,4,kalau semua orang pakai mobil listrik yg bangkrut bengkel mobil seperti dokter mobil jadi dia selalu menakuti orang supaya tidak mau mobil listrik sudahlah koh persiapin bengkelmu untuk bengkel mobil listrik mana tau nanti jadi bengkel vendor dari merek mobil listrik karena semua bengkel resmi tidak sanggup menampung service semua mobil listrik stoplah utk menakuti konsumen,Positif,0.88,ok,,,,
2025-08-11 11:44:24+00:00,@andreanusandre1316,Si napek ini benci bngt sm ev<br>Aku lebih percya ev dr pd lo,0,si napek ini benci bngt sm evbraku lebih percya electric vehicle dr pd lo,Positif,0.93,ok,,,,
2025-08-10 01:01:13+00:00,@hendrayudiananta4851,"Dokter mobil komennya sangat pesimis dg mobil ev, konsumen pasti akan mengikuti tren ev, toyota aja mau kerja sama dg ev china, itu tanda ev lebih tepat dipakai sekarang, jangan harga bekas dibuat alasan, karena china over produksi, mohon dokter mobil bisa  evaluasi komennya",0,dokter mobil komennya sangat pesimis dg mobil electric vehicle konsumen pasti akan mengikuti tren electric vehicle toyota aja mau kerja sama dg electric vehicle china itu tanda electric vehicle lebih tepat dipakai sekarang jangan harga bekas dibuat alasan karena china over produksi mohon dokter mobil bisa evaluasi komennya,Positif,0.78,ok,,,,
2025-08-09 01:14:22+00:00,@ernestarif7740,Aku pake molis setiap trip jauh PASTI bawa bontotan sama game handheld nunggu charging sambil piknik ðŸ˜‚,0,aku pake mobil listrik setiap trip jauh pasti bawa bontotan sama game handheld nunggu charging sambil piknik,Positif,0.92,ok,,,,
2025-07-18 04:43:34+00:00,@ariwidodo-video,"Baru beli AION V Luxury, puas banget. Fitur lengkap, jarak tempuh jauh. Kalau mau tahu sensasi pakai EV seperti dulu pakai HP Nokia OS Symbian terus ganti ke Android, ngk akan mau balik lagi ke ICE. Teknologi batery baru seperti HP Android/Iphone dengan versi dan OS lebih baru.",0,baru beli aion v luxury puas banget fitur lengkap jarak tempuh jauh kalau mau tahu sensasi pakai electric vehicle seperti dulu pakai hp nokia os symbian terus ganti ke android ngk akan mau balik lagi ke ice teknologi baterai baru seperti hp androidiphone dengan versi dan os lebih baru,Positif,0.98,ok,,,,
2025-06-28 14:37:32+00:00,@dkjoko,"justru ini momentum yg bagus buat beli EV secondan. klo masih tangan ke-1 , bisa bantu klaim garansi dulu dong ganti battrenya sblm dijual ke tangan ke-2",0,justru ini momentum yg bagus buat beli electric vehicle secondan klo masih tangan ke bisa bantu klaim garansi dulu dong ganti battrenya sblm dijual ke tangan ke,Positif,0.84,ok,,,,
2025-06-22 03:25:54+00:00,@arisfirmansyah4588,"Dulu saya punya corolla altis tahun 2019, beli 470 juta. Tahun 2024 di jual 220 juta (turun lebih 50 %). Alasan jual karena biaya operasional (pajak, service, bbm)  cukup tinggi 25 juta per tahun. Akhirnya beli wuling cloud ev harga 400 juta dengan pertimbangan garansi batere seumur hidup dan free service parts 15 tahun serta free meteran listeik 7700 watt dan wall charger.  Biaya operasional hanya 3 juta per tahun, sehingga bisa hemat 22 juta per tahun bila dibandingkan dengan mobil lama. Rencana mau make minimal 15 tahun, sehingga penghematan bisa 330 juta. Kalo dijual 70 juta setelah 15 tahun. Impas, 400 - 330. Dibandingkan dengan tetap pelihara altis. Bisa habis 470 + (25 x 15 thn) = 845 juta.    Jadi asumsinya Total Cost Of Ownership mobil listrik = 1/2 TCO mobil bensin. Jadi syarat beli mobil listrik, jangan pingin jual dalam waktu dekat, pake selamanya. Usahakan pasang charger di rumah. Cari garansi batere seumur hidup. Dan satu lagi. Bengkel pasti tidak menyarankan mobil ev,  karena perawatannya minim, bengkel tidak bisa berbisnis.  CMIAW",16,dulu saya punya corolla altis tahun beli juta tahun di jual juta turun lebih alasan jual karena biaya operasional pajak service bahan bakar minyak cukup tinggi juta per tahun akhirnya beli wuling cloud electric vehicle harga juta dengan pertimbangan garansi baterai seumur hidup dan free service parts tahun serta free meteran listeik watt dan wall charger biaya operasional hanya juta per tahun sehingga bisa hemat juta per tahun bila dibandingkan dengan mobil lama rencana mau make minimal tahun sehingga penghematan bisa juta kalo dijual juta setelah tahun impas dibandingkan dengan tetap pelihara altis bisa habis x thn juta jadi asumsinya total cost of ownership mobil listrik tco mobil bensin jadi syarat beli mobil listrik jangan pingin jual dalam waktu dekat pake selamanya usahakan pasang charger di rumah cari garansi baterai seumur hidup dan satu lagi bengkel pasti tidak menyarankan mobil electric vehicle karena perawatannya minim bengkel tidak bisa berbisnis cmiaw,Positif,0.93,ok,,,,
2025-06-22 01:31:51+00:00,@wanakertachanel110,"INILAH yang  aneh dikita  kendaraan tuh alat bantu aktivitas kita jadi jangan mikir harga jual..... mikirnya kendaraan ini memberi value  apa buat kita,... kalo mikirin harga jual .... kalo mikir harga jual dah aja usaha jual beli Mobil",0,inilah yang aneh dikita kendaraan tuh alat bantu aktivitas kita jadi jangan mikir harga jual mikirnya kendaraan ini memberi value apa buat kita kalo mikirin harga jual kalo mikir harga jual dah aja usaha jual beli mobil,Positif,0.86,ok,,,,
2025-06-11 00:24:32+00:00,@leolejo4891,"Trimakasih atas info nya bang, sangat bermanfaat jdi bahan pertimbangan buat beli mobil EV.ðŸ‘ðŸ™",0,trimakasih atas info nya bang sangat bermanfaat jdi bahan pertimbangan buat beli mobil electric vehicle,Positif,0.97,ok,,,,
2025-05-27 13:01:29+00:00,@roywirasentosa619,"Jangan dengerin,kalau mau pakai mobil  EV beli saja....jangan dengerin ocehsn orang.",0,jangan dengerinkalau mau pakai mobil electric vehicle beli sajajangan dengerin ocehsn orang,Positif,0.78,ok,,,,
2025-05-10 11:08:46+00:00,@jokolia68,"Trimakasih infonya , yg awam jadi lebih paham",0,trimakasih infonya yg awam jadi lebih paham,Positif,0.97,ok,,,,
2025-04-29 05:16:14+00:00,@cupuqz,"Mari kita breakdown...<br><br>Saya pengguna Mazda CX5 ELITE 2017 selama 8 tahun dan barusan ganti ke BYD Sealion7.<br><br>Mari Kita Breakdown untuk Total Spending Mazda saya..<br>1. Harga Baru CX5 beli di 580juta.<br>2. Bensin Pertamax Turbo 2,5juta/bulan, dipakai tiap hari 40-50KM PP Rumah Kantor. Setahun 30juta untuk BBM, 8 tahun kira kira habis 240jutaan..<br>3. Pajak 8 Tahun ditotal kira kira sekitar 50jutaan<br>4. Sudah 90ribu Kilometer habis ongkos Servis, per servis memakan 1,5jutaan di Bengkel Resmi Mazda, di total kira kira habis 13jutaan.<br>5. Ganti oli 9x (per 10ribu), habis 10jutaan.<br>Kira Kira ditotal keluar dari dompet anggap sekitar 900juta rupiah. Lalu kemarin dijual second cuma laku 280juta. Dari 900juta ke 280juta berarti gw keluar 620jutaan dalam 8tahun.<br><br>Beli BYD Sealion7 Premium di angka 629juta. <br>1. Pemakaian Listrik hanya 300-400rb/bulan. Per tahun anggap saja 5juta rupiah, 8 tahun mungkin akan di angka 40jutaan aja..<br>2. Pajak 8 tahun, tahun pertama di angka 433rb, tahun kedua sampai ke delapan di angka 133rb/tahun. Total selama 8 tahun di angka 1.5jutaan saja..<br>3. Tidak ada ganti oli, Busi, dsb..<br><br>Kira Kira kalau setelah 8 tahun. BYD Sealion 7 harga jualnya cuma sisa 200jutaan, dibanding CX5 kayaknya gw kluar lebih banyak duit buat CX5 deh.. CMIIW",5,mari kita breakdownbrbrsaya pengguna mazda cx elite selama tahun dan barusan ganti ke byd sealionbrbrmari kita breakdown untuk total spending mazda sayabr harga baru cx beli di jutabr bensin pertamax turbo jutabulan dipakai tiap hari km pp rumah kantor setahun juta untuk bahan bakar minyak tahun kira kira habis jutaanbr pajak tahun ditotal kira kira sekitar jutaanbr sudah ribu kilometer habis ongkos servis per servis memakan jutaan di bengkel resmi mazda di total kira kira habis jutaanbr ganti oli x per ribu habis jutaanbrkira kira ditotal keluar dari dompet anggap sekitar juta rupiah lalu kemarin dijual second cuma laku juta dari juta ke juta berarti gw keluar jutaan dalam tahunbrbrbeli byd byd sealion premium di angka juta br pemakaian listrik hanya rbbulan per tahun anggap saja juta rupiah tahun mungkin akan di angka jutaan ajabr pajak tahun tahun pertama di angka rb tahun kedua sampai ke delapan di angka rbtahun total selama tahun di angka jutaan sajabr tidak ada ganti oli busi dsbbrbrkira kira kalau setelah tahun byd byd sealion harga jualnya cuma sisa jutaan dibanding cx kayaknya gw kluar lebih banyak duit buat cx deh cmiiw,Positif,0.93,ok,,,,
2025-04-24 18:39:45+00:00,@WillyAben-k7w,terlalu takut dia ini dengan nasib bgkelnya...saya dan tmn2 pakai mobil listik enak bgt lah ..aman2 aja...,0,terlalu takut dia ini dengan nasib bgkelnyasaya dan tmn pakai mobil listik enak bgt lah aman aja,Positif,0.86,ok,,,,
2025-04-08 07:08:30+00:00,@GoriusBungo,"Intinya kalo mau investasi, jangan beli mobil.<br>Mobil ev jelas lebih bagus ketimbang mobil berbahan bakar minyak dinosaurus.",0,intinya kalo mau investasi jangan beli mobilbrmobil electric vehicle jelas lebih bagus ketimbang mobil berbahan bakar minyak dinosaurus,Positif,0.93,ok,,,,
2025-04-04 04:05:57+00:00,@taufiksudibyo6019,skarang saja sudah ada ev yg sampe 1.000 km....lagian klo perjalanan jauh pasti pernah rehat etc...simple kan...<br>=&gt,,skarang saja sudah ada electric vehicle yg sampe 1.00 km..lagian klo perjalanan jauh pasti pernah rehat etc..simple kan…,Positif,0.86,ok,,,,
2025-04-01 12:04:14+00:00,@veranya2074,"Gw invest di tanah bukan kendaraan bermotor. Alasan gw pake listrik karena bentukannya lucu, praktis buat anter jemput anak terus g bakalan dipinjem sodara yg rese mau mudik",0,gw invest di tanah bukan kendaraan bermotor alasan gw pake listrik karena bentukannya lucu praktis buat anter jemput anak terus g bakalan dipinjem sodara yg rese mau mudik,Positif,0.86,ok,,,,
2025-03-31 16:26:36+00:00,@Ooh_Dj,Teknologi terus berjalan brow..  <br>Kamera manual sekarang udah diganti dgn digital.<br>Mobilpun nantinya demikian.,0,teknologi terus berjalan brow brkamera manual sekarang udah diganti dgn digitalbrmobilpun nantinya demikian,Positif,0.86,ok,,,,
2025-03-25 04:39:43+00:00,@ha836122,"Saya udah punya EV, selama ini sih oke oke aja. Nggak niat untuk jual nih mobil EV dalam 5 tahun. Maunya sih tetap bertahan diatas 10 tahun. Fakta nya taxi Blue Bird udah 8 tahun nggak ada komplain soal batere. Jadi nggak usah ragu sama EV.",0,saya udah punya electric vehicle selama ini sih oke oke aja nggak niat untuk jual nih mobil electric vehicle dalam tahun maunya sih tetap bertahan diatas tahun fakta nya taxi blue bird udah tahun nggak ada komplain soal baterai jadi nggak usah ragu sama electric vehicle,Positif,0.96,ok,,,,
2025-03-21 05:54:55+00:00,@g.n.tofficial,Ya iyalah bengkel konvensional sendiri ga laku kalau ev jamur,0,ya iyalah bengkel konvensional sendiri ga laku kalau electric vehicle jamur,Positif,0.78,ok,,,,
2025-03-10 04:03:51+00:00,@salareaofficial3185,"kalo saya beli mobil bukan untuk  investasi,  jadi jarang mikir dijual   laginya bagaimana.....  menurut saya mobil atau motor adalah alat bantu  kita untuk beraktivitas bekerja atau bisnis.  jadi  baliklagi garagara pake kendaraan saya dapat income  besar ...  &quot",,"kalo saya beli mobil bukan untuk  investasi,  jadi jarang mikir dijual  laginya bagaimana..  menurut saya mobil atau motor adalah alat bantu  kita untuk beraktivitas bekerja atau bisnis.  jadi  baliklagi garagara pake kendaraan saya dapat income  besar ..  ",Positif,0.84,ok,,,,
2025-03-01 13:26:01+00:00,@tondisipangkar5712,Sy pake EV china dan puas bgt. Biasa di awal2 transisi ice ke ev akan banyak bacot2 kayak ini org. Ntar jg lenyap dgn sendirinya. Hehehe,0,sy pake electric vehicle china dan puas bgt biasa di awal transisi ice ke electric vehicle akan banyak bacot kayak ini org ntar jg lenyap dgn sendirinya hehehe,Positif,0.97,ok,,,,
2025-02-28 08:01:48+00:00,@riosaputra9520,"Pengguna konvensional sedang kena tipu kualitas BBM , kendaraan listrik saatnya bersinar , gercep oi para sales.......",0,pengguna konvensional sedang kena tipu kualitas bahan bakar minyak kendaraan listrik saatnya bersinar gercep oi para sales,Positif,0.86,ok,,,,
2025-02-14 10:37:35+00:00,@ruslanismail539,"Jadi berAlihkan ke EV sebab kita gak perlu takut...hanya pengisian daya nya belum banyak hanya itu saja kalau soal harga jatuh sama saja semua jugabjatuh kalau bekas, masuk akal ya...",0,jadi beralihkan ke electric vehicle sebab kita gak perlu takuthanya pengisian daya nya belum banyak hanya itu saja kalau soal harga jatuh sama saja semua jugabjatuh kalau bekas masuk akal ya,Positif,0.78,ok,,,,
2025-02-12 08:52:18+00:00,@wiltandri,"Sebaiknya pengusaha bengkel berubah dan  ikut maju sesuai perubahan jaman, anda tak mungkin menahan kemajuan teknologi. Apalagi hanya dg men jelek2an",0,sebaiknya pengusaha bengkel berubah dan ikut maju sesuai perubahan jaman anda tak mungkin menahan kemajuan teknologi apalagi hanya dg men jelekan,Positif,0.92,ok,,,,
2025-02-08 01:26:27+00:00,@R86-s7u,"gw pake MG 4 EV ud 3 bulan bwt Harian, so far si puas bgt nyaman iritnya berasa, mengenai pemikiran â€œEV terlalu cepat untuk Indonesiaâ€ ya terserah..gw pake keluar kota pun so far chargeran aman, nge charge 100 ribu gw bisa pake 15 hari kerja lbh irit dari pke motor yg 100 ribu cm 5 hari kerja malah..ðŸ˜… intinya lo kerja lo nikmati bwt beli yang lo suka, jangan jadikan pikiran orang nge ganggu pikiran lo..lu suka bensin pake bensin lo suka EV lo beli EV, simple! duit yg lo cari yg nikmatin ya elo..bodo amat kata orang..",0,gw pake mg electric vehicle ud bulan bwt harian so far si puas bgt nyaman iritnya berasa mengenai pemikiran electric vehicle terlalu cepat untuk indonesia ya terserahgw pake keluar kota pun so far charger aman nge mengisi daya ribu gw bisa pake hari kerja lbh hemat dari pke motor yg ribu cm hari kerja malah intinya lo kerja lo nikmati bwt beli yang lo suka jangan jadikan pikiran orang nge ganggu pikiran lolu suka bensin pake bensin lo suka electric vehicle lo beli electric vehicle simple duit yg lo cari yg nikmatin ya elobodo amat kata orang,Positif,0.98,ok,,,,
2025-02-07 10:15:21+00:00,@pejuangkemerdekaan7777,"Kami bisa mengerti kegalauan para pemilik bengkel mobil konvensional,,TAPI data yg gak bisa dibantah adalah,,BAHKAN export mobil Indonesia itu skrg sudah didominasi oleh Hybrid, apalagi nanti kalo EV sudah bisa di produksi lokal, mobil ICE akan makin langka,,ITU FAKTANYA",0,kami bisa mengerti kegalauan para pemilik bengkel mobil konvensionaltapi data yg gak bisa dibantah adalahbahkan export mobil indonesia itu skrg sudah didominasi oleh mobil hybrid apalagi nanti kalo electric vehicle sudah bisa di produksi lokal mobil ice akan makin langkaitu faktanya,Positif,0.89,ok,,,,
2025-02-05 06:39:11+00:00,@creative13579,Pakai motor listrik sudah 2 tahun....terasa nyaman pakainya....keluhannya hanya lama ngecasnya dan jarak tempuh hanya 30km.....berhubung baterai makin murah mau ganti baterai 120Ah supaya bisa 200km sekali cas.....gak bakalan dijual.,0,pakai motor listrik sudah tahunterasa nyaman pakainyakeluhannya hanya lama mengisi daya dan jarak tempuh hanya kmberhubung baterai makin murah mau ganti baterai ah supaya bisa km sekali casgak bakalan dijual,Positif,0.84,ok,,,,
2025-02-03 17:06:39+00:00,@HeroePitrasadi,"Dulu Eropa menghabiskan miliaran dollar untuk kampanye mobil listrik, tapi setelah kalah sama cina malah menjelek-jelekan mobil listrik. Gak masalah harga jualnya turun karena Kita beli barang untuk pake bukan untuk jual.",0,dulu eropa menghabiskan miliaran dollar untuk kampanye mobil listrik tapi setelah kalah sama cina malah menjelekjelekan mobil listrik gak masalah harga jualnya turun karena kita beli barang untuk pake bukan untuk jual,Positif,0.88,ok,,,,
2025-01-26 21:23:17+00:00,@deddysanjaya8172,"Bali ramah mobil listrik, fasilitas mobil listrik aman berpariwisata  dibali",0,bali ramah mobil listrik fasilitas mobil listrik aman berpariwisata dibali,Positif,0.93,ok,,,,
2025-01-24 12:30:16+00:00,@ahongciau4217,Justru kaum mendang mending wajib beli EV harga sudah mirip ice..pajak murah..bebas genap ganjil..biaya perawatan lebih murah..biaya listrik lebih murah drpd  bbm..tenaga dan torsi lebih besar jg,0,justru kaum mendang mending wajib beli electric vehicle harga sudah mirip icepajak murahbebas genap ganjilbiaya perawatan lebih murahbiaya listrik lebih murah drpd bbmtenaga dan torsi lebih besar jg,Positif,0.96,ok,,,,
2025-01-22 10:01:02+00:00,@Trant-j1z,Kita hidup harus terus maju bukan ngerem di tengah bukan mundur kebelakang ðŸ˜œ,0,kita hidup harus terus maju bukan ngerem di tengah bukan mundur kebelakang,Positif,0.84,ok,,,,
2025-01-19 18:55:48+00:00,@WarungMbahwito,"saya baru merasakan kenyamanan bermobil setelah pakai mobil listrik ,pendapat anda benar2 lucu sekali seolah2 mobil listrik itu aaahhh sudahlah ,saya pemakai wuling air ev sdh 2 thn tdk ada kendala appun",0,saya baru merasakan kenyamanan bermobil setelah pakai mobil listrik pendapat anda benar lucu sekali seolah mobil listrik itu aahh sudahlah saya pemakai wuling air electric vehicle sdh thn tdk ada kendala appun,Positif,0.96,ok,,,,
2025-01-18 03:53:02+00:00,@YoppiSaputra-r2f,Mobil listrik tetap jadi idola masa depan... Daripada mobil to......fortunar yg anjloknya parah bengat sampai 300 juta lebih...,0,mobil listrik tetap jadi idola masa depan daripada mobil tofortunar yg anjloknya parah bengat sampai juta lebih,Positif,0.96,ok,,,,
2025-01-17 07:08:33+00:00,@Bikinasikajadeh,"Gw punya binguo ev, lagi kepikiran pengen nambah mini cooper ev harga 1m rendah, binguo nya buat bini gw. ðŸ˜‚ðŸ˜‚ ini channel anti ev, yg pake ev seneng2 aja tuh, malah laku keras sekarang ðŸ˜‚ðŸ˜‚ðŸ˜‚ dan ingat, di eropa udah pada pindah ke ev ðŸ˜‚ðŸ˜‚ðŸ˜‚ koh lung lung cuma bisa nyinyir julid terangga ðŸ˜‚",0,gw punya binguo electric vehicle lagi kepikiran pengen nambah mini cooper electric vehicle harga m rendah binguo nya buat bini gw ini channel anti electric vehicle yg pake electric vehicle seneng aja tuh malah laku keras sekarang dan ingat di eropa udah pada pindah ke electric vehicle koh lung lung cuma bisa nyinyir julid terangga,Positif,0.96,ok,,,,
2025-01-11 00:57:44+00:00,@andisusilo7463,Seandainya saya beli mobil kembali ya saya 100% pilih EV. Kerja di dealer mobil jepang. Masuk CRV ganti oli. Diatur minimal 5.000.000 pengeluaran sama bengkel,0,seandainya saya beli mobil kembali ya saya pilih electric vehicle kerja di dealer mobil jepang masuk crv ganti oli diatur minimal pengeluaran sama bengkel,Positif,0.86,ok,,,,
2025-01-09 15:15:50+00:00,@agusruswandi6516,"teknology batre CATL Terbaru super fast charging 15 menit bisa full 100% ,jarak tempuh 1000km ,biaya produksi mobil EV sdh dibawah mobil ICE,GARANSI batre 1JT KM",0,teknology baterai catl terbaru super pengisian cepat menit bisa full jarak tempuh km biaya produksi mobil electric vehicle sdh dibawah mobil icegaransi baterai jt km,Positif,0.86,ok,,,,
2025-01-06 09:25:40+00:00,@satugoyuhar9354,"semua akan elektrik pada waktunya, sudah jalan di negara maju",0,semua akan elektrik pada waktunya sudah jalan di negara maju,Positif,0.86,ok,,,,
2025-01-05 05:38:44+00:00,@muhbsa715,"Mas admin, saya mau beli mobil EV, tolong dong kasih saya yg turun 250jt. Saya mau beli",0,mas admin saya mau beli mobil electric vehicle tolong dong kasih saya yg turun jt saya mau beli,Positif,0.86,ok,,,,
2025-01-03 09:23:05+00:00,@tyaanissa816,"Saya ngga nyesel sama sekali membeli mobil EV, dalam 1 bulan saya bisa menghemat hampir 3 juta untuk pengganti bensin. Penambahan hanya 500rb dari tagihan listrik sebelumnya. Kami malah kepikiran untuk nambah mobil ev lagi menggantikan mobil eropa suami.",2,saya ngga nyesel sama sekali membeli mobil electric vehicle dalam bulan saya bisa menghemat hampir juta untuk pengganti bensin penambahan hanya rb dari tagihan listrik sebelumnya kami malah kepikiran untuk nambah mobil electric vehicle lagi menggantikan mobil eropa suami,Positif,0.98,ok,,,,
2025-01-03 02:41:04+00:00,@lifestyle-m5o,Propaganda anti ev. <br>Gak bakal berhasil,0,propaganda anti electric vehicle brgak bakal berhasil,Positif,0.93,ok,,,,
2025-01-02 00:14:09+00:00,@erican2000,Baru pakai cloud ev wuling batray full 460 km jarak tempuh klu sudah diatas ev lupa dgn spbu dan klu lagi ngecas batray di rumah bisa tidur nyenyakðŸ˜‚,0,baru pakai cloud electric vehicle wuling baterai full km jarak tempuh klu sudah diatas electric vehicle lupa dgn spbu dan klu lagi charging baterai di rumah bisa tidur nyenyak,Positif,0.95,ok,,,,
2025-01-01 02:56:17+00:00,@los3855,2030 mobil bbm dilarang bro.. 5 tahun lagi,0,mobil bahan bakar minyak dilarang bro tahun lagi,Positif,0.74,"sudah_review
positif",,,,
2025-01-01 01:55:01+00:00,@AditTa-jc2pv,Harga anjlok karena harga baterai sudah turun hampir setengahnya dan akan terus turun apalagi banyak produsen mobil listrik baru,0,harga anjlok karena harga baterai sudah turun hampir setengahnya dan akan terus turun apalagi banyak produsen mobil listrik baru,Positif,0.86,ok,,,,
2024-12-20 06:49:14+00:00,@backhight4386,"Makin lama, makin nangis yg punya bengkel mesin fosil, dan tukang timbun bensinðŸ˜‚ðŸ˜‚",0,makin lama makin nangis yg punya bengkel mesin fosil dan tukang timbun bensin,Positif,0.93,ok,,,,
2024-12-18 07:35:47+00:00,@Gayengid,"Perdebatan yang sangat panas. Untuk sekarang statemen domo masih masuk akal, tahun depan... Depannya lagi belum tentu. Saat lebih banyak spklu dipasang disaat itulah perubahan akan segera terjadi. Kalau yg sekarang beli ya terbatas, belum semuambisa nerima. Ingat minyak tanah ke gas, ingat juga simbian ke android/ios. Semua ada masanya, hanya saja cepat atau lambat mari kita tunggu bersama. (Jual reborn, siap2 buat ev yg lebih baik kedepannya). Sementara pakai city duluðŸŽ‰ðŸŽ‰ðŸŽ‰",0,perdebatan yang sangat panas untuk sekarang statemen domo masih masuk akal tahun depan depannya lagi belum tentu saat lebih banyak stasiun pengisian kendaraan listrik umum dipasang disaat itulah perubahan akan segera terjadi kalau yg sekarang beli ya terbatas belum semuambisa nerima ingat minyak tanah ke gas ingat juga simbian ke androidios semua ada masanya hanya saja cepat atau lambat mari kita tunggu bersama jual reborn siap buat electric vehicle yg lebih baik kedepannya sementara pakai city dulu,Positif,0.84,ok,,,,
2024-12-16 02:21:12+00:00,@danielmartins9899,Hehe inilah awal peralihan ke mbl listrik tong....... Kyk dl dr mbl gigi manual ke maticcc... Lambat tp pasti beralih semua,0,hehe inilah awal peralihan ke mobil listrik tong kyk dl dr mobil gigi manual ke maticc lambat tp pasti beralih semua,Positif,0.89,ok,,,,
2024-12-15 05:32:23+00:00,@icemasker,"Ga masalah sih harganyq turun parah, yg diinginkan kan kemanfaatan, impresi, tanggung jawab lingkungan, dan efisiensi berkendara. Nanti sampai titik tertentu pasti akan stabil",0,ga masalah sih harganyq turun parah yg diinginkan kan kemanfaatan impresi tanggung jawab lingkungan dan efisiensi berkendara nanti sampai titik tertentu pasti akan stabil,Positif,0.86,ok,,,,
2024-12-14 05:11:12+00:00,@AchmadAndrego,"Mobil listik are the best, tergantung brandnya ada yg jaminan batterynya listrik seumur hidup kok..mobil konvensional 5 tahun lagi bakalan ga laku/ditinggalkan..ingat kejadian dulu mobil manual dgn mobil automatic, dulu bilangnya mobil automatic banyak minusnya..nyatanya skrg mobi manual udah hampir ga ada",0,mobil listik are the best tergantung brandnya ada yg jaminan batterynya listrik seumur hidup kokmobil konvensional tahun lagi bakalan ga lakuditinggalkaningat kejadian dulu mobil manual dgn mobil automatic dulu bilangnya mobil automatic banyak minusnyanyatanya skrg mobi manual udah hampir ga ada,Positif,0.84,ok,,,,
2024-12-11 21:17:32+00:00,@ibnuumaya3457,Sejauh ini masih produk jepang yg konsisten dengan qualitas mumpuni.,0,sejauh ini masih produk jepang yg konsisten dengan qualitas mumpuni,Positif,0.91,ok,,,,
2024-12-10 08:33:23+00:00,@AhmadSirojudinMunir,Om dokter makin lama makin fair dalam bahas kendaraan ev.,0,om dokter makin lama makin fair dalam bahas kendaraan electric vehicle,Positif,0.93,ok,,,,
2024-12-08 01:11:15+00:00,@sonnypolyanto,"Saya Beli EV, BYD seal, kita lawan mobil lama HRV yu bandingkan selama 8 thn:<br>1. Pajaknya 115rb rupiah. Lebih murah dari motor mio gua ðŸ˜‚. (Irit 4jt/thn)<br>2. Biasa beli bensin 2.4jt per bulan, sekarang cuma 800rb per bulan (irit 20jt/thn)<br>3. Masuk bengkel gak pernah ada masalah mesin, transmisi. (Perkiraan Irit 20-30jt selama 8 thn)<br>4. Ganjil genap, gak perlu punya mobil 2 (gak jelas ngirit berapa duit, kalau beli 2 gak fair)<br>5.  Gak perlu ngangetin mesin kalau mau jalan, no value lah.<br>6. Gak bau knalpot ke rumah, banjir terobos karena gak perlu oksigen pembakaran<br>Alhasil pengiritan 8 tahun hanya masalah direct cost saja:<br>4jtx8 + 20jtx8 + 20jt = 212jt<br>Harga HRV prestice dari 420jt gua jual 190jt setelah 8 thn. = 230jt<br>Itu kalau beli EV harga 700jt an, 8 thn kemudian harganya kalau cuma 300jt, masih tetep untung EV. Itung aja yg fair, disamping keuntugan lainnya non monetery. ðŸ˜‚â¤<br>Gua pake EV merasa sangat puas ðŸ˜Š",42,saya beli electric vehicle byd byd seal kita lawan mobil lama hrv yu bandingkan selama thnbr pajaknya rb rupiah lebih murah dari motor mio gua hemat jtthnbr biasa beli bensin jt per bulan sekarang cuma rb per bulan hemat jtthnbr masuk bengkel gak pernah ada masalah mesin transmisi perkiraan hemat jt selama thnbr ganjil genap gak perlu punya mobil gak jelas hemat berapa duit kalau beli gak fairbr gak perlu ngangetin mesin kalau mau jalan no value lahbr gak bau knalpot ke rumah banjir terobos karena gak perlu oksigen pembakaranbralhasil pengiritan tahun hanya masalah direct cost sajabrjtx jtx jt jtbrharga hrv prestice dari jt gua jual jt setelah thn jtbritu kalau beli electric vehicle harga jt an thn kemudian harganya kalau cuma jt masih tetep untung electric vehicle itung aja yg fair disamping keuntugan lainnya non monetery brgua pake electric vehicle merasa sangat puas,Positif,0.98,ok,,,,
2024-12-04 12:44:18+00:00,@emilhtb,"Kan mobilnya ramah lingkungan, trus biaya ganti oli, biaya bbm harian, kok gak di bandingkan dlm 10thn  dng mobil berbahan bakarðŸ¥±",0,kan mobilnya ramah lingkungan trus biaya ganti oli biaya bahan bakar minyak harian kok gak di bandingkan dlm thn dng mobil berbahan bakar,Positif,0.89,ok,,,,
2024-12-04 07:07:15+00:00,@aderau-t5c,Mobsin vs Moblis ibarat Nokia vs Android.<br>Kita dah tau kan mana yang menang.,0,mobsin vs mobil listrik ibarat nokia vs androidbrkita dah tau kan mana yang menang,Positif,0.86,ok,,,,
